ID,Class
4967,air_conditioner
4969,drilling
4971,street_music
4975,jackhammer
4977,drilling
4978,gun_shot
4979,street_music
4980,street_music
4981,street_music
4982,siren
4983,drilling
4987,engine_idling
4995,drilling
4998,air_conditioner
4999,street_music
5000,siren
5006,street_music
5007,siren
5008,siren
5009,children_playing
5012,siren
5014,siren
5015,street_music
5016,drilling
5018,street_music
5020,air_conditioner
5024,air_conditioner
5026,jackhammer
5027,jackhammer
5030,street_music
5036,drilling
5039,air_conditioner
5041,dog_bark
5047,children_playing
5048,jackhammer
5050,street_music
5053,siren
5054,siren
5056,street_music
5061,street_music
5062,drilling
5066,siren
5070,siren
5078,engine_idling
5079,car_horn
5080,street_music
5083,street_music
5086,jackhammer
5087,siren
5090,drilling
5091,siren
5093,drilling
5097,siren
5098,street_music
5101,engine_idling
5102,street_music
5104,jackhammer
5105,children_playing
5108,street_music
5111,street_music
5113,engine_idling
5115,street_music
5116,jackhammer
5120,dog_bark
5123,street_music
5124,children_playing
5126,dog_bark
5131,gun_shot
5136,gun_shot
5137,jackhammer
5139,street_music
5143,street_music
5144,drilling
5145,street_music
5150,siren
5152,gun_shot
5153,jackhammer
5155,dog_bark
5156,engine_idling
5160,air_conditioner
5161,street_music
5162,engine_idling
5163,dog_bark
5164,street_music
5166,dog_bark
5167,street_music
5168,street_music
5170,drilling
5179,siren
5182,street_music
5184,siren
5185,jackhammer
5187,gun_shot
5192,jackhammer
5193,dog_bark
5194,street_music
5197,drilling
5203,jackhammer
5204,engine_idling
5207,siren
5208,street_music
5212,drilling
5213,jackhammer
5215,drilling
5220,street_music
5222,dog_bark
5224,siren
5229,gun_shot
5230,siren
5231,children_playing
5232,air_conditioner
5235,dog_bark
5238,engine_idling
5240,jackhammer
5242,drilling
5245,street_music
5249,street_music
5250,children_playing
5252,dog_bark
5254,drilling
5256,dog_bark
5258,dog_bark
5260,street_music
5261,drilling
5267,siren
5269,drilling
5273,drilling
5274,dog_bark
5275,street_music
5276,gun_shot
5280,street_music
5282,children_playing
5285,street_music
5286,siren
5287,dog_bark
5288,dog_bark
5293,gun_shot
5295,children_playing
5296,dog_bark
5298,street_music
5300,children_playing
5301,dog_bark
5303,air_conditioner
5305,jackhammer
5306,street_music
5311,jackhammer
5317,dog_bark
5318,siren
5325,drilling
5327,street_music
5330,street_music
5332,air_conditioner
5334,street_music
5335,children_playing
5337,gun_shot
5339,street_music
5341,siren
5342,air_conditioner
5346,street_music
5349,air_conditioner
5354,dog_bark
5355,drilling
5358,children_playing
5362,siren
5363,dog_bark
5365,gun_shot
5366,dog_bark
5367,drilling
5368,drilling
5372,siren
5375,street_music
5377,children_playing
5379,siren
5381,drilling
5383,street_music
5386,street_music
5387,drilling
5388,siren
5392,dog_bark
5393,children_playing
5396,drilling
5399,street_music
5401,siren
5402,street_music
5404,siren
5408,jackhammer
5410,dog_bark
5413,engine_idling
5419,street_music
5420,jackhammer
5421,street_music
5422,street_music
5424,dog_bark
5425,air_conditioner
5428,engine_idling
5430,engine_idling
5431,car_horn
5434,drilling
5439,jackhammer
5440,drilling
5442,street_music
5443,drilling
5446,children_playing
5449,jackhammer
5450,jackhammer
5451,street_music
5453,engine_idling
5454,jackhammer
5455,car_horn
5457,street_music
5458,children_playing
5462,street_music
5463,dog_bark
5464,street_music
5467,siren
5468,drilling
5469,street_music
5470,siren
5471,street_music
5474,gun_shot
5475,street_music
5478,dog_bark
5479,car_horn
5482,drilling
5484,street_music
5485,street_music
5490,air_conditioner
5491,children_playing
5496,jackhammer
5500,street_music
5501,street_music
5502,street_music
5506,gun_shot
5510,jackhammer
5516,dog_bark
5517,dog_bark
5520,siren
5525,dog_bark
5527,gun_shot
5529,jackhammer
5531,street_music
5532,siren
5536,engine_idling
5538,street_music
5539,drilling
5541,car_horn
5549,street_music
5550,children_playing
5551,drilling
5552,gun_shot
5555,street_music
5563,drilling
5567,street_music
5568,street_music
5569,siren
5573,siren
5575,street_music
5576,drilling
5578,dog_bark
5579,gun_shot
5580,street_music
5581,street_music
5584,jackhammer
5590,dog_bark
5591,drilling
5593,street_music
5595,street_music
5596,dog_bark
5602,street_music
5603,children_playing
5604,dog_bark
5606,drilling
5608,street_music
5617,gun_shot
5618,street_music
5620,street_music
5621,jackhammer
5622,street_music
5629,drilling
5630,dog_bark
5632,street_music
5633,jackhammer
5636,street_music
5643,street_music
5646,street_music
5647,children_playing
5648,siren
5651,dog_bark
5656,siren
5657,children_playing
5665,siren
5666,jackhammer
5667,siren
5674,street_music
5675,children_playing
5677,drilling
5679,siren
5685,air_conditioner
5686,street_music
5688,street_music
5693,siren
5694,dog_bark
5696,gun_shot
5700,siren
5703,siren
5708,dog_bark
5717,drilling
5718,jackhammer
5720,gun_shot
5727,street_music
5728,jackhammer
5729,car_horn
5737,drilling
5738,siren
5743,drilling
5747,engine_idling
5748,dog_bark
5749,dog_bark
5752,jackhammer
5753,street_music
5754,street_music
5756,dog_bark
5759,street_music
5766,street_music
5775,dog_bark
5776,car_horn
5777,car_horn
5779,siren
5781,siren
5782,jackhammer
5785,engine_idling
5787,street_music
5789,children_playing
5792,engine_idling
5793,jackhammer
5794,dog_bark
5795,street_music
5797,street_music
5798,dog_bark
5801,siren
5803,street_music
5804,dog_bark
5805,siren
5807,siren
5809,jackhammer
5810,street_music
5811,children_playing
5812,dog_bark
5814,engine_idling
5819,siren
5821,street_music
5823,street_music
5828,dog_bark
5830,engine_idling
5831,siren
5834,siren
5836,street_music
5838,engine_idling
5839,gun_shot
5843,siren
5845,children_playing
5846,engine_idling
5849,drilling
5853,street_music
5855,jackhammer
5860,street_music
5861,street_music
5866,air_conditioner
5868,street_music
5872,gun_shot
5873,siren
5875,street_music
5878,street_music
5880,dog_bark
5883,street_music
5884,siren
5885,street_music
5894,street_music
5895,gun_shot
5896,children_playing
5898,siren
5899,siren
5905,street_music
5910,siren
5911,street_music
5913,jackhammer
5916,jackhammer
5919,children_playing
5920,drilling
5923,drilling
5924,gun_shot
5929,jackhammer
5930,siren
5931,street_music
5935,children_playing
5938,engine_idling
5939,siren
5945,street_music
5946,children_playing
5955,engine_idling
5956,street_music
5958,street_music
5959,jackhammer
5961,street_music
5965,street_music
5967,siren
5969,siren
5970,children_playing
5971,drilling
5972,street_music
5973,siren
5974,drilling
5975,drilling
5978,street_music
5979,drilling
5981,dog_bark
5986,siren
5987,jackhammer
5991,siren
5993,street_music
5998,engine_idling
6000,air_conditioner
6006,street_music
6008,car_horn
6011,siren
6018,drilling
6024,street_music
6028,dog_bark
6032,street_music
6036,drilling
6037,children_playing
6038,dog_bark
6039,children_playing
6042,children_playing
6043,drilling
6044,street_music
6045,drilling
6048,drilling
6052,dog_bark
6057,jackhammer
6058,siren
6060,car_horn
6062,siren
6064,engine_idling
6065,siren
6067,dog_bark
6069,street_music
6071,street_music
6073,engine_idling
6075,street_music
6076,street_music
6078,siren
6084,jackhammer
6090,gun_shot
6093,dog_bark
6097,street_music
6102,siren
6105,drilling
6106,siren
6110,jackhammer
6111,car_horn
6112,siren
6113,street_music
6114,siren
6122,dog_bark
6124,engine_idling
6125,street_music
6126,siren
6127,jackhammer
6128,children_playing
6135,children_playing
6143,dog_bark
6146,jackhammer
6147,gun_shot
6148,street_music
6150,dog_bark
6155,street_music
6157,drilling
6164,dog_bark
6166,siren
6167,siren
6168,siren
6176,siren
6178,street_music
6182,drilling
6184,jackhammer
6185,engine_idling
6186,street_music
6190,siren
6192,dog_bark
6195,jackhammer
6199,siren
6200,street_music
6201,drilling
6202,street_music
6203,street_music
6207,children_playing
6208,dog_bark
6209,siren
6216,siren
6218,siren
6221,street_music
6223,siren
6225,drilling
6226,drilling
6228,street_music
6231,siren
6233,children_playing
6236,engine_idling
6237,street_music
6238,drilling
6240,street_music
6242,drilling
6246,dog_bark
6250,gun_shot
6251,jackhammer
6252,siren
6253,children_playing
6254,gun_shot
6257,street_music
6261,dog_bark
6264,children_playing
6267,siren
6269,jackhammer
6273,drilling
6275,street_music
6276,drilling
6277,children_playing
6280,air_conditioner
6281,street_music
6285,jackhammer
6289,drilling
6299,jackhammer
6301,street_music
6302,children_playing
6303,gun_shot
6306,dog_bark
6307,dog_bark
6312,siren
6313,children_playing
6315,drilling
6316,street_music
6320,street_music
6325,siren
6330,dog_bark
6334,car_horn
6342,siren
6344,street_music
6349,jackhammer
6350,engine_idling
6352,dog_bark
6353,children_playing
6356,engine_idling
6360,dog_bark
6361,engine_idling
6362,children_playing
6363,children_playing
6365,drilling
6368,jackhammer
6369,dog_bark
6373,street_music
6383,street_music
6384,children_playing
6385,car_horn
6386,air_conditioner
6388,drilling
6390,drilling
6391,jackhammer
6396,gun_shot
6397,children_playing
6398,siren
6399,street_music
6400,siren
6401,drilling
6405,air_conditioner
6406,street_music
6407,gun_shot
6410,siren
6415,street_music
6419,street_music
6421,street_music
6425,siren
6428,siren
6429,dog_bark
6430,street_music
6433,children_playing
6438,engine_idling
6439,air_conditioner
6444,engine_idling
6447,drilling
6458,dog_bark
6465,street_music
6470,siren
6471,street_music
6472,children_playing
6476,street_music
6479,street_music
6481,engine_idling
6482,siren
6485,street_music
6488,street_music
6489,street_music
6491,engine_idling
6492,children_playing
6494,drilling
6495,siren
6499,drilling
6501,children_playing
6503,gun_shot
6504,dog_bark
6513,jackhammer
6514,siren
6519,drilling
6525,street_music
6526,jackhammer
6532,drilling
6533,street_music
6538,car_horn
6539,dog_bark
6540,drilling
6541,dog_bark
6545,street_music
6554,siren
6561,air_conditioner
6564,drilling
6567,jackhammer
6569,car_horn
6571,gun_shot
6576,gun_shot
6577,children_playing
6578,drilling
6581,street_music
6582,engine_idling
6584,drilling
6585,children_playing
6586,siren
6587,drilling
6588,drilling
6590,street_music
6591,children_playing
6593,siren
6594,children_playing
6597,jackhammer
6598,drilling
6601,street_music
6605,dog_bark
6611,street_music
6612,street_music
6613,car_horn
6615,air_conditioner
6617,street_music
6622,street_music
6624,gun_shot
6625,street_music
6627,jackhammer
6632,dog_bark
6636,engine_idling
6639,jackhammer
6645,dog_bark
6646,dog_bark
6650,dog_bark
6657,car_horn
6658,jackhammer
6663,dog_bark
6666,air_conditioner
6669,air_conditioner
6670,street_music
6672,children_playing
6673,engine_idling
6675,car_horn
6678,drilling
6680,gun_shot
6682,dog_bark
6684,drilling
6685,children_playing
6686,siren
6687,children_playing
6688,jackhammer
6690,dog_bark
6695,engine_idling
6697,gun_shot
6699,street_music
6700,siren
6701,jackhammer
6702,children_playing
6704,dog_bark
6705,dog_bark
6706,engine_idling
6707,engine_idling
6709,gun_shot
6711,dog_bark
6713,street_music
6718,siren
6720,siren
6727,drilling
6733,children_playing
6743,children_playing
6744,siren
6745,drilling
6751,jackhammer
6756,street_music
6758,street_music
6761,drilling
6762,gun_shot
6766,street_music
6776,children_playing
6780,jackhammer
6784,siren
6785,jackhammer
6787,street_music
6788,drilling
6789,siren
6794,siren
6795,street_music
6796,street_music
6798,street_music
6799,jackhammer
6801,dog_bark
6803,engine_idling
6805,street_music
6806,car_horn
6807,street_music
6808,siren
6809,children_playing
6814,siren
6825,children_playing
6827,street_music
6828,street_music
6833,drilling
6834,siren
6838,children_playing
6842,jackhammer
6843,dog_bark
6845,street_music
6848,children_playing
6849,siren
6854,street_music
6858,dog_bark
6859,jackhammer
6861,street_music
6862,children_playing
6863,siren
6867,street_music
6868,children_playing
6870,gun_shot
6873,street_music
6874,jackhammer
6876,gun_shot
6884,gun_shot
6885,dog_bark
6887,dog_bark
6890,drilling
6894,street_music
6897,dog_bark
6899,siren
6904,siren
6905,engine_idling
6913,street_music
6916,gun_shot
6917,dog_bark
6919,street_music
6921,drilling
6924,siren
6927,air_conditioner
6930,siren
6936,children_playing
6940,jackhammer
6941,drilling
6944,street_music
6950,dog_bark
6951,drilling
6952,siren
6953,street_music
6957,street_music
6959,drilling
6960,air_conditioner
6962,siren
6964,street_music
6968,gun_shot
6972,engine_idling
6978,jackhammer
6980,drilling
6983,children_playing
6987,drilling
6988,street_music
6989,street_music
6994,car_horn
6995,siren
6996,street_music
6997,dog_bark
7011,dog_bark
7021,drilling
7023,jackhammer
7024,dog_bark
7033,street_music
7034,jackhammer
7037,siren
7038,street_music
7043,jackhammer
7044,street_music
7045,siren
7047,siren
7050,jackhammer
7056,siren
7058,street_music
7071,children_playing
7080,children_playing
7089,jackhammer
7090,dog_bark
7092,drilling
7093,siren
7097,engine_idling
7098,engine_idling
7099,street_music
7101,dog_bark
7102,engine_idling
7103,siren
7104,siren
7106,siren
7117,gun_shot
7119,dog_bark
7120,street_music
7122,air_conditioner
7123,dog_bark
7125,street_music
7127,street_music
7128,dog_bark
7130,street_music
7132,jackhammer
7134,drilling
7135,drilling
7139,siren
7146,jackhammer
7147,children_playing
7152,street_music
7158,children_playing
7160,jackhammer
7164,jackhammer
7165,engine_idling
7166,engine_idling
7167,jackhammer
7168,siren
7173,street_music
7181,drilling
7182,car_horn
7183,street_music
7184,dog_bark
7186,street_music
7188,jackhammer
7189,drilling
7192,air_conditioner
7193,jackhammer
7199,jackhammer
7208,street_music
7209,dog_bark
7210,street_music
7214,engine_idling
7219,drilling
7220,drilling
7225,siren
7229,dog_bark
7230,dog_bark
7234,siren
7236,siren
7237,siren
7238,children_playing
7239,dog_bark
7243,gun_shot
7246,jackhammer
7248,drilling
7254,dog_bark
7255,dog_bark
7261,children_playing
7266,children_playing
7267,engine_idling
7268,engine_idling
7270,engine_idling
7271,gun_shot
7273,dog_bark
7276,siren
7281,jackhammer
7282,siren
7283,drilling
7286,street_music
7288,street_music
7289,street_music
7290,engine_idling
7291,street_music
7293,street_music
7295,air_conditioner
7296,drilling
7299,street_music
7300,engine_idling
7301,street_music
7303,siren
7304,jackhammer
7306,siren
7308,drilling
7310,jackhammer
7312,street_music
7314,street_music
7317,drilling
7318,street_music
7324,drilling
7325,children_playing
7327,children_playing
7334,street_music
7335,jackhammer
7339,drilling
7341,street_music
7342,siren
7348,street_music
7350,dog_bark
7351,car_horn
7353,engine_idling
7355,gun_shot
7356,street_music
7357,gun_shot
7363,drilling
7365,siren
7368,drilling
7371,jackhammer
7373,air_conditioner
7390,dog_bark
7391,gun_shot
7393,air_conditioner
7394,engine_idling
7395,street_music
7396,siren
7397,children_playing
7402,street_music
7406,street_music
7407,street_music
7411,dog_bark
7413,street_music
7415,siren
7416,drilling
7420,children_playing
7421,street_music
7422,siren
7427,dog_bark
7428,street_music
7433,children_playing
7434,street_music
7435,street_music
7438,siren
7440,street_music
7441,drilling
7442,street_music
7444,drilling
7445,dog_bark
7453,street_music
7454,siren
7461,siren
7464,engine_idling
7466,drilling
7470,drilling
7473,siren
7474,children_playing
7477,street_music
7480,drilling
7481,street_music
7484,dog_bark
7485,children_playing
7486,siren
7487,street_music
7489,engine_idling
7491,children_playing
7492,street_music
7496,drilling
7498,street_music
7502,street_music
7511,street_music
7512,street_music
7514,siren
7515,air_conditioner
7517,dog_bark
7526,children_playing
7527,air_conditioner
7533,dog_bark
7534,engine_idling
7535,drilling
7536,air_conditioner
7537,siren
7540,jackhammer
7544,engine_idling
7545,children_playing
7546,children_playing
7549,dog_bark
7551,drilling
7554,street_music
7555,siren
7557,dog_bark
7559,jackhammer
7562,street_music
7564,children_playing
7571,jackhammer
7572,street_music
7575,street_music
7583,street_music
7587,engine_idling
7588,car_horn
7590,jackhammer
7591,dog_bark
7594,dog_bark
7603,drilling
7605,street_music
7606,siren
7608,street_music
7615,jackhammer
7616,car_horn
7621,children_playing
7624,street_music
7627,siren
7628,street_music
7630,drilling
7632,siren
7635,street_music
7637,street_music
7640,engine_idling
7643,dog_bark
7647,drilling
7649,drilling
7652,street_music
7654,siren
7658,engine_idling
7659,dog_bark
7660,street_music
7661,siren
7662,jackhammer
7663,dog_bark
7666,street_music
7667,children_playing
7668,children_playing
7670,dog_bark
7676,engine_idling
7678,dog_bark
7684,siren
7691,siren
7692,street_music
7693,street_music
7695,siren
7698,jackhammer
7701,dog_bark
7703,jackhammer
7704,gun_shot
7708,street_music
7709,gun_shot
7714,drilling
7716,dog_bark
7717,drilling
7719,siren
7722,children_playing
7728,street_music
7731,street_music
7732,dog_bark
7737,street_music
7741,jackhammer
7746,jackhammer
7749,jackhammer
7752,siren
7753,dog_bark
7755,jackhammer
7757,siren
7758,drilling
7760,siren
7763,siren
7764,street_music
7767,drilling
7771,street_music
7772,drilling
7773,siren
7774,air_conditioner
7778,siren
7781,drilling
7782,street_music
7786,air_conditioner
7789,siren
7790,siren
7793,engine_idling
7794,engine_idling
7797,street_music
7798,siren
7799,siren
7801,drilling
7803,children_playing
7805,children_playing
7808,siren
7809,children_playing
7811,dog_bark
7812,dog_bark
7815,jackhammer
7816,siren
7820,street_music
7823,dog_bark
7832,street_music
7834,siren
7840,dog_bark
7841,drilling
7847,children_playing
7848,siren
7849,street_music
7851,street_music
7852,street_music
7857,street_music
7859,dog_bark
7863,siren
7864,siren
7866,car_horn
7877,street_music
7878,engine_idling
7884,gun_shot
7885,siren
7886,dog_bark
7887,jackhammer
7888,engine_idling
7889,street_music
7894,street_music
7895,engine_idling
7902,siren
7903,street_music
7905,street_music
7906,street_music
7907,jackhammer
7912,siren
7913,dog_bark
7915,dog_bark
7921,drilling
7923,street_music
7924,street_music
7925,street_music
7926,street_music
7934,street_music
7937,street_music
7940,dog_bark
7945,street_music
7947,street_music
7948,street_music
7950,car_horn
7953,dog_bark
7957,gun_shot
7958,street_music
7960,siren
7962,siren
7967,dog_bark
7968,children_playing
7971,children_playing
7972,street_music
7973,dog_bark
7974,street_music
7983,siren
7984,jackhammer
7986,jackhammer
7987,children_playing
7991,street_music
8001,street_music
8003,air_conditioner
8005,jackhammer
8006,street_music
8007,engine_idling
8010,children_playing
8011,children_playing
8015,siren
8017,siren
8018,engine_idling
8019,street_music
8023,street_music
8026,siren
8030,street_music
8031,drilling
8038,siren
8039,street_music
8040,street_music
8041,street_music
8044,siren
8045,drilling
8051,jackhammer
8054,street_music
8056,dog_bark
8059,street_music
8063,drilling
8065,jackhammer
8066,engine_idling
8070,street_music
8082,street_music
8083,gun_shot
8087,dog_bark
8089,engine_idling
8091,children_playing
8094,dog_bark
8096,children_playing
8098,jackhammer
8102,street_music
8107,street_music
8109,street_music
8112,street_music
8113,street_music
8115,jackhammer
8116,jackhammer
8117,children_playing
8120,dog_bark
8121,street_music
8123,air_conditioner
8124,jackhammer
8126,air_conditioner
8129,children_playing
8132,siren
8134,engine_idling
8136,children_playing
8138,gun_shot
8139,street_music
8141,siren
8147,street_music
8149,street_music
8153,dog_bark
8157,dog_bark
8158,children_playing
8159,jackhammer
8160,engine_idling
8162,dog_bark
8163,siren
8164,children_playing
8165,children_playing
8169,engine_idling
8170,jackhammer
8175,children_playing
8178,jackhammer
8179,street_music
8186,children_playing
8196,siren
8197,street_music
8198,street_music
8203,street_music
8204,street_music
8206,children_playing
8207,street_music
8209,siren
8212,engine_idling
8214,street_music
8218,dog_bark
8222,engine_idling
8223,car_horn
8224,children_playing
8225,air_conditioner
8226,drilling
8230,jackhammer
8235,children_playing
8237,jackhammer
8240,children_playing
8242,drilling
8245,siren
8248,drilling
8250,street_music
8254,children_playing
8255,dog_bark
8256,drilling
8267,drilling
8269,siren
8273,street_music
8275,drilling
8276,dog_bark
8278,engine_idling
8281,street_music
8284,jackhammer
8286,siren
8288,siren
8290,drilling
8291,gun_shot
8292,jackhammer
8295,street_music
8298,street_music
8301,street_music
8303,jackhammer
8304,siren
8309,air_conditioner
8312,jackhammer
8316,siren
8319,dog_bark
8320,gun_shot
8321,street_music
8326,street_music
8328,dog_bark
8329,dog_bark
8331,dog_bark
8336,gun_shot
8339,siren
8340,siren
8341,dog_bark
8342,street_music
8343,engine_idling
8348,street_music
8349,dog_bark
8350,dog_bark
8355,street_music
8358,street_music
8359,street_music
8362,street_music
8363,dog_bark
8367,siren
8371,street_music
8372,children_playing
8373,street_music
8374,car_horn
8375,street_music
8376,street_music
8379,street_music
8383,dog_bark
8385,air_conditioner
8388,dog_bark
8389,dog_bark
8390,street_music
8394,dog_bark
8398,engine_idling
8400,street_music
8402,street_music
8404,air_conditioner
8405,air_conditioner
8408,siren
8413,siren
8414,street_music
8415,dog_bark
8418,drilling
8423,jackhammer
8426,dog_bark
8433,dog_bark
8436,street_music
8439,children_playing
8451,gun_shot
8452,dog_bark
8454,street_music
8455,children_playing
8456,drilling
8461,engine_idling
8463,dog_bark
8468,street_music
8478,street_music
8480,engine_idling
8481,children_playing
8487,street_music
8488,street_music
8489,siren
8490,air_conditioner
8494,dog_bark
8495,street_music
8497,street_music
8504,dog_bark
8505,street_music
8506,street_music
8509,siren
8516,siren
8517,street_music
8521,siren
8525,street_music
8528,dog_bark
8529,dog_bark
8530,street_music
8532,street_music
8533,air_conditioner
8537,street_music
8541,drilling
8545,engine_idling
8548,siren
8549,siren
8550,siren
8551,street_music
8554,street_music
8555,jackhammer
8556,street_music
8557,children_playing
8559,drilling
8561,children_playing
8563,dog_bark
8566,street_music
8567,jackhammer
8572,siren
8573,air_conditioner
8574,engine_idling
8576,dog_bark
8577,street_music
8583,engine_idling
8585,drilling
8591,drilling
8592,children_playing
8593,street_music
8600,street_music
8601,siren
8602,siren
8606,street_music
8608,street_music
8619,dog_bark
8622,siren
8623,children_playing
8629,jackhammer
8631,gun_shot
8633,jackhammer
8634,street_music
8638,siren
8642,drilling
8645,street_music
8647,jackhammer
8648,car_horn
8652,dog_bark
8655,street_music
8661,siren
8662,dog_bark
8668,drilling
8669,siren
8671,street_music
8672,siren
8674,siren
8680,jackhammer
8683,jackhammer
8686,street_music
8687,street_music
8688,engine_idling
8689,children_playing
8692,street_music
8696,dog_bark
8697,siren
8698,street_music
8700,street_music
8702,jackhammer
8708,drilling
8718,gun_shot
8719,jackhammer
8730,siren
8731,siren
